Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;875;-;-;875;-;-
Wählende;381;43,5 %;-;381;43,5 %;-
Ungültige Stimmen;7;1,8 %;-;4;1,0 %;-
Gültige Stimmen;374;98,2 %;-;377;99,0 %;-
SPD;130;34,8 %;-;114;30,2 %;-
AfD;146;39,0 %;-;136;36,1 %;-
CDU;51;13,6 %;-;37;9,8 %;-
GRÜNE/B 90;3;0,8 %;-;12;3,2 %;-
DIE LINKE;21;5,6 %;-;17;4,5 %;-
BVB / FREIE WÄHLER;11;2,9 %;-;1;0,3 %;-
FDP;5;1,3 %;-;3;0,8 %;-
Tierschutzpartei;-;-;-;7;1,9 %;-
Plus;5;1,3 %;-;3;0,8 %;-
BSW;-;-;-;45;11,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;2;0,5 %;-
EB Müller;2;0,5 %;-;-;-;-
