Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.328;-;-;1.328;-;-
Ungültige Stimmen;8;0,6 %;+01;4.0;0,3 %;-01
Gültige Stimmen;1.320;99,4 %;-01;1.324;99,7 %;+01
SPD;446;33,8 %;+141;487.0;36,8 %;+166
AfD;193;14,6 %;+25;171.0;12,9 %;-00
CDU;281;21,3 %;+01;260.0;19,6 %;-09
GRÜNE/B 90;85;6,4 %;-160;101.0;7,6 %;-141
DIE LINKE;50;3,8 %;-40;38.0;2,9 %;-40
BVB / FREIE WÄHLER;193;14,6 %;+49;46.0;3,5 %;-31
FDP;38;2,9 %;-42;29.0;2,2 %;-40
Tierschutzpartei;-;-;-;23.0;1,7 %;-09
Plus;34;2,6 %;+26;17.0;1,3 %;-08
BSW;-;-;-;140.0;10,6 %;+106
III. Weg;-;-;-;1.0;0,1 %;+01
DKP;-;-;-;1.0;0,1 %;+01
DLW;-;-;-;1.0;0,1 %;+01
WU;-;-;-;9.0;0,7 %;+07
