Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.019;-;-;1.019;-;-
Wählende;497;48,8 %;-;497;48,8 %;-
Ungültige Stimmen;1;0,2 %;-;0;0,0 %;-
Gültige Stimmen;496;99,8 %;-;497;100,0 %;-
SPD;103;20,8 %;-;126;25,4 %;-
AfD;120;24,2 %;-;111;22,3 %;-
CDU;49;9,9 %;-;47;9,5 %;-
GRÜNE/B 90;23;4,6 %;-;40;8,0 %;-
DIE LINKE;48;9,7 %;-;21;4,2 %;-
BVB / FREIE WÄHLER;141;28,4 %;-;45;9,1 %;-
FDP;5;1,0 %;-;4;0,8 %;-
Tierschutzpartei;-;-;-;14;2,8 %;-
Plus;-;-;-;14;2,8 %;-
BSW;-;-;-;70;14,1 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,4 %;-
WU;-;-;-;2;0,4 %;-
dieBasis;2;0,4 %;-;-;-;-
EB Link;5;1,0 %;-;-;-;-
