Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;695;-;-;695;-;-
Ungültige Stimmen;11;1,6 %;-;3;0,4 %;-
Gültige Stimmen;684;98,4 %;-;692;99,6 %;-
SPD;179;26,2 %;-;194;28,0 %;-
AfD;113;16,5 %;-;93;13,4 %;-
CDU;117;17,1 %;-;94;13,6 %;-
GRÜNE/B 90;24;3,5 %;-;23;3,3 %;-
DIE LINKE;73;10,7 %;-;32;4,6 %;-
BVB / FREIE WÄHLER;162;23,7 %;-;74;10,7 %;-
FDP;6;0,9 %;-;5;0,7 %;-
Tierschutzpartei;-;-;-;22;3,2 %;-
Plus;-;-;-;15;2,2 %;-
BSW;-;-;-;132;19,1 %;-
III. Weg;-;-;-;1;0,1 %;-
DKP;-;-;-;4;0,6 %;-
DLW;-;-;-;3;0,4 %;-
WU;-;-;-;0;0,0 %;-
dieBasis;5;0,7 %;-;-;-;-
EB Link;5;0,7 %;-;-;-;-
