Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;521;-;-;521;-;-
Wählende;378;72,6 %;+81;378;72,6 %;+81
Ungültige Stimmen;7;1,9 %;+03;7;1,9 %;+01
Gültige Stimmen;371;98,1 %;-03;371;98,1 %;-01
SPD;100;27,0 %;+63;96;25,9 %;+65
AfD;153;41,2 %;+104;140;37,7 %;+62
CDU;77;20,8 %;-20;48;12,9 %;-89
GRÜNE/B 90;6;1,6 %;-57;14;3,8 %;-36
DIE LINKE;9;2,4 %;-57;1;0,3 %;-57
BVB / FREIE WÄHLER;14;3,8 %;-11;10;2,7 %;-16
FDP;3;0,8 %;-46;1;0,3 %;-57
Tierschutzpartei;5;1,3 %;+13;1;0,3 %;-22
Plus;-;-;-;3;0,8 %;+00
BSW;-;-;-;49;13,2 %;+132
III. Weg;-;-;-;1;0,3 %;+03
DKP;-;-;-;0;0,0 %;00
DLW;4;1,1 %;+11;0;0,0 %;00
WU;-;-;-;7;1,9 %;+19
