Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;672;-;-;672;-;-
Wählende;377;56,1 %;-;377;56,1 %;-
Ungültige Stimmen;10;2,7 %;-;7;1,9 %;-
Gültige Stimmen;367;97,3 %;-;370;98,1 %;-
SPD;104;28,3 %;-;103;27,8 %;-
AfD;142;38,7 %;-;129;34,9 %;-
CDU;71;19,3 %;-;43;11,6 %;-
GRÜNE/B 90;2;0,5 %;-;8;2,2 %;-
DIE LINKE;14;3,8 %;-;14;3,8 %;-
BVB / FREIE WÄHLER;32;8,7 %;-;11;3,0 %;-
FDP;2;0,5 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;1;0,3 %;-
Plus;-;-;-;3;0,8 %;-
BSW;-;-;-;54;14,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;0;0,0 %;-;0;0,0 %;-
DLW;-;-;-;3;0,8 %;-
WU;-;-;-;1;0,3 %;-
