Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;904;-;-;904;-;-
Wählende;446;49,3 %;-;446;49,3 %;-
Ungültige Stimmen;6;1,3 %;-;6;1,3 %;-
Gültige Stimmen;440;98,7 %;-;440;98,7 %;-
SPD;131;29,8 %;-;114;25,9 %;-
AfD;167;38,0 %;-;157;35,7 %;-
CDU;38;8,6 %;-;36;8,2 %;-
GRÜNE/B 90;4;0,9 %;-;17;3,9 %;-
DIE LINKE;20;4,5 %;-;14;3,2 %;-
BVB / FREIE WÄHLER;59;13,4 %;-;20;4,5 %;-
FDP;10;2,3 %;-;3;0,7 %;-
Tierschutzpartei;-;-;-;20;4,5 %;-
Plus;-;-;-;5;1,1 %;-
BSW;-;-;-;44;10,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;11;2,5 %;-;7;1,6 %;-
WU;-;-;-;3;0,7 %;-
