Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;198;-;-;198;-;-
Wählende;109;55,1 %;+61;109;55,1 %;+61
Ungültige Stimmen;5;4,6 %;+25;1;0,9 %;-09
Gültige Stimmen;104;95,4 %;-25;108;99,1 %;+09
SPD;33;31,7 %;+83;35;32,4 %;+53
AfD;49;47,1 %;+121;50;46,3 %;+113
CDU;6;5,8 %;-151;5;4,6 %;-130
GRÜNE/B 90;2;1,9 %;-19;1;0,9 %;-24
DIE LINKE;3;2,9 %;-39;2;1,9 %;-45
BVB / FREIE WÄHLER;11;10,6 %;+43;0;0,0 %;-44
FDP;0;0,0 %;-39;0;0,0 %;-29
Tierschutzpartei;-;-;-;1;0,9 %;-16
Plus;-;-;-;0;0,0 %;-08
BSW;-;-;-;14;13,0 %;+130
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
