Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;942;-;-;942;-;-
Wählende;442;46,9 %;-;442;46,9 %;-
Ungültige Stimmen;6;1,4 %;-;3;0,7 %;-
Gültige Stimmen;436;98,6 %;-;439;99,3 %;-
SPD;187;42,9 %;-;181;41,2 %;-
AfD;116;26,6 %;-;111;25,3 %;-
CDU;70;16,1 %;-;58;13,2 %;-
GRÜNE/B 90;8;1,8 %;-;22;5,0 %;-
DIE LINKE;11;2,5 %;-;8;1,8 %;-
BVB / FREIE WÄHLER;32;7,3 %;-;4;0,9 %;-
FDP;8;1,8 %;-;7;1,6 %;-
Tierschutzpartei;-;-;-;7;1,6 %;-
Plus;4;0,9 %;-;1;0,2 %;-
BSW;-;-;-;40;9,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
