Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;653;-;-;653;-;-
Wählende;336;51,5 %;-;336;51,5 %;-
Ungültige Stimmen;6;1,8 %;-;6;1,8 %;-
Gültige Stimmen;330;98,2 %;-;330;98,2 %;-
SPD;84;25,5 %;-;79;23,9 %;-
AfD;131;39,7 %;-;128;38,8 %;-
CDU;68;20,6 %;-;32;9,7 %;-
GRÜNE/B 90;4;1,2 %;-;3;0,9 %;-
DIE LINKE;-;-;-;13;3,9 %;-
BVB / FREIE WÄHLER;28;8,5 %;-;6;1,8 %;-
FDP;15;4,5 %;-;9;2,7 %;-
Tierschutzpartei;-;-;-;9;2,7 %;-
Plus;-;-;-;3;0,9 %;-
BSW;-;-;-;45;13,6 %;-
III. Weg;-;-;-;3;0,9 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
