Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;683;-;-;683;-;-
Wählende;395;57,8 %;+124;395;57,8 %;+124
Ungültige Stimmen;11;2,8 %;+14;8;2,0 %;+07
Gültige Stimmen;384;97,2 %;-14;387;98,0 %;-07
SPD;95;24,7 %;-13;102;26,4 %;-05
AfD;153;39,8 %;+160;148;38,2 %;+128
CDU;86;22,4 %;+37;54;14,0 %;+01
GRÜNE/B 90;5;1,3 %;-66;4;1,0 %;-87
DIE LINKE;11;2,9 %;-78;7;1,8 %;-86
BVB / FREIE WÄHLER;23;6,0 %;-03;14;3,6 %;-11
FDP;8;2,1 %;-21;8;2,1 %;-18
Tierschutzpartei;-;-;-;8;2,1 %;-12
Plus;2;0,5 %;-06;2;0,5 %;-11
BSW;-;-;-;34;8,8 %;+88
III. Weg;1;0,3 %;+03;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;4;1,0 %;+10
WU;-;-;-;2;0,5 %;+05
