Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;800;-;-;800;-;-
Wählende;386;48,2 %;-;386;48,2 %;-
Ungültige Stimmen;7;1,8 %;-;6;1,6 %;-
Gültige Stimmen;379;98,2 %;-;380;98,4 %;-
SPD;79;20,8 %;-;80;21,1 %;-
AfD;194;51,2 %;-;169;44,5 %;-
CDU;51;13,5 %;-;34;8,9 %;-
GRÜNE/B 90;5;1,3 %;-;4;1,1 %;-
DIE LINKE;18;4,7 %;-;3;0,8 %;-
BVB / FREIE WÄHLER;24;6,3 %;-;12;3,2 %;-
FDP;3;0,8 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;5;1,3 %;-
Plus;-;-;-;3;0,8 %;-
BSW;-;-;-;67;17,6 %;-
III. Weg;-;-;-;2;0,5 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,3 %;-
EB Hoffmann;5;1,3 %;-;-;-;-
