Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;214;-;-;214;-;-
Wählende;139;65,0 %;-;139;65,0 %;-
Ungültige Stimmen;3;2,2 %;-;2;1,4 %;-
Gültige Stimmen;136;97,8 %;-;137;98,6 %;-
SPD;39;28,7 %;-;38;27,7 %;-
AfD;72;52,9 %;-;66;48,2 %;-
CDU;21;15,4 %;-;12;8,8 %;-
GRÜNE/B 90;0;0,0 %;-;1;0,7 %;-
DIE LINKE;-;-;-;1;0,7 %;-
BVB / FREIE WÄHLER;4;2,9 %;-;2;1,5 %;-
FDP;0;0,0 %;-;1;0,7 %;-
Tierschutzpartei;-;-;-;1;0,7 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;12;8,8 %;-
III. Weg;-;-;-;1;0,7 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;1,5 %;-
WU;-;-;-;0;0,0 %;-
