Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;632;-;-;632;-;-
Wählende;391;61,9 %;+72;391;61,9 %;+72
Ungültige Stimmen;4;1,0 %;-15;5;1,3 %;-13
Gültige Stimmen;387;99,0 %;+15;386;98,7 %;+13
SPD;142;36,7 %;+59;132;34,2 %;+40
AfD;156;40,3 %;+157;130;33,7 %;+90
CDU;44;11,4 %;-51;39;10,1 %;-54
GRÜNE/B 90;1;0,3 %;-82;2;0,5 %;-92
DIE LINKE;13;3,4 %;-69;4;1,0 %;-72
BVB / FREIE WÄHLER;16;4,1 %;-11;9;2,3 %;-12
FDP;9;2,3 %;-18;2;0,5 %;-30
Tierschutzpartei;-;-;-;4;1,0 %;-22
Plus;-;-;-;1;0,3 %;-12
BSW;-;-;-;58;15,0 %;+150
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;6;1,6 %;+16;5;1,3 %;+13
WU;-;-;-;0;0,0 %;00
