Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;6.990;-;-;6.99;-;-
Wählende;4.897;70,1 %;+136;4.897;70,1 %;+136
Ungültige Stimmen;94;1,9 %;+05;87.0;1,8 %;+05
Gültige Stimmen;4.803;98,1 %;-05;4.81;98,2 %;-05
SPD;1.842;38,4 %;-39;1.477;30,7 %;-45
AfD;1.902;39,6 %;+108;1.811;37,7 %;+81
CDU;534;11,1 %;+19;419.0;8,7 %;-33
GRÜNE/B 90;27;0,6 %;-22;55.0;1,1 %;-24
DIE LINKE;192;4,0 %;-41;111.0;2,3 %;-69
BVB / FREIE WÄHLER;138;2,9 %;-23;82.0;1,7 %;-25
FDP;44;0,9 %;-16;22.0;0,5 %;-22
Tierschutzpartei;124;2,6 %;+26;97.0;2,0 %;-08
Plus;-;-;-;22.0;0,5 %;-03
BSW;-;-;-;682.0;14,2 %;+142
III. Weg;-;-;-;2.0;0,0 %;+00
DKP;-;-;-;4.0;0,1 %;+01
DLW;-;-;-;13.0;0,3 %;+03
WU;-;-;-;13.0;0,3 %;+03
