Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;694;-;-;694;-;-
Ungültige Stimmen;2;0,3 %;-;0;0,0 %;-
Gültige Stimmen;692;99,7 %;-;694;100,0 %;-
SPD;263;38,0 %;-;228;32,9 %;-
AfD;127;18,4 %;-;112;16,1 %;-
CDU;152;22,0 %;-;119;17,1 %;-
GRÜNE/B 90;40;5,8 %;-;53;7,6 %;-
DIE LINKE;24;3,5 %;-;14;2,0 %;-
BVB / FREIE WÄHLER;57;8,2 %;-;20;2,9 %;-
FDP;6;0,9 %;-;3;0,4 %;-
Tierschutzpartei;-;-;-;19;2,7 %;-
Plus;-;-;-;8;1,2 %;-
BSW;-;-;-;110;15,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;23;3,3 %;-;5;0,7 %;-
WU;-;-;-;3;0,4 %;-
