Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;658;-;-;658;-;-
Ungültige Stimmen;3;0,5 %;-00;1;0,2 %;-03
Gültige Stimmen;655;99,5 %;+00;657;99,8 %;+03
SPD;308;47,0 %;+132;228;34,7 %;+32
AfD;133;20,3 %;+52;126;19,2 %;+27
CDU;112;17,1 %;-15;130;19,8 %;+13
GRÜNE/B 90;11;1,7 %;-38;11;1,7 %;-67
DIE LINKE;25;3,8 %;-91;10;1,5 %;-113
BVB / FREIE WÄHLER;41;6,3 %;-60;14;2,1 %;-37
FDP;3;0,5 %;-14;7;1,1 %;-21
Tierschutzpartei;-;-;-;12;1,8 %;-03
Plus;7;1,1 %;+11;7;1,1 %;+02
BSW;-;-;-;104;15,8 %;+158
III. Weg;2;0,3 %;+03;4;0,6 %;+06
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;3;0,5 %;+05
WU;-;-;-;1;0,2 %;+02
EB Mießner;13;2,0 %;+20;-;-;-
