Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;274;-;-;274;-;-
Wählende;161;58,8 %;-;161;58,8 %;-
Ungültige Stimmen;7;4,3 %;-;4;2,5 %;-
Gültige Stimmen;154;95,7 %;-;157;97,5 %;-
SPD;53;34,4 %;-;46;29,3 %;-
AfD;-;-;-;55;35,0 %;-
CDU;24;15,6 %;-;18;11,5 %;-
GRÜNE/B 90;1;0,6 %;-;5;3,2 %;-
DIE LINKE;11;7,1 %;-;5;3,2 %;-
BVB / FREIE WÄHLER;11;7,1 %;-;5;3,2 %;-
FDP;1;0,6 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;1;0,6 %;-
BSW;-;-;-;15;9,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;3;1,9 %;-
DLW;-;-;-;2;1,3 %;-
WU;-;-;-;2;1,3 %;-
EB Raue;53;34,4 %;-;-;-;-
