Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;667;-;-;667;-;-
Ungültige Stimmen;4;0,6 %;-;2;0,3 %;-
Gültige Stimmen;663;99,4 %;-;665;99,7 %;-
SPD;216;32,6 %;-;207;31,1 %;-
AfD;116;17,5 %;-;101;15,2 %;-
CDU;181;27,3 %;-;146;22,0 %;-
GRÜNE/B 90;44;6,6 %;-;45;6,8 %;-
DIE LINKE;29;4,4 %;-;24;3,6 %;-
BVB / FREIE WÄHLER;55;8,3 %;-;30;4,5 %;-
FDP;22;3,3 %;-;8;1,2 %;-
Tierschutzpartei;-;-;-;13;2,0 %;-
Plus;-;-;-;6;0,9 %;-
BSW;-;-;-;78;11,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;0,5 %;-
WU;-;-;-;4;0,6 %;-
