Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;132;-;-;132;-;-
Wählende;84;63,6 %;+259;84;63,6 %;+259
Ungültige Stimmen;1;1,2 %;-01;1;1,2 %;-03
Gültige Stimmen;83;98,8 %;+01;83;98,8 %;+03
SPD;22;26,5 %;+02;14;16,9 %;-88
AfD;44;53,0 %;+232;42;50,6 %;+200
CDU;11;13,3 %;-68;13;15,7 %;-25
GRÜNE/B 90;0;0,0 %;-44;1;1,2 %;-38
DIE LINKE;2;2,4 %;-91;2;2,4 %;-87
BVB / FREIE WÄHLER;3;3,6 %;-20;3;3,6 %;-10
FDP;1;1,2 %;-11;0;0,0 %;-25
Tierschutzpartei;-;-;-;0;0,0 %;-18
Plus;-;-;-;1;1,2 %;+07
BSW;-;-;-;7;8,4 %;+84
III. Weg;0;0,0 %;00;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
