Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;155;-;-;155;-;-
Wählende;105;67,7 %;-;105;67,7 %;-
Ungültige Stimmen;2;1,9 %;-;0;0,0 %;-
Gültige Stimmen;103;98,1 %;-;105;100,0 %;-
SPD;29;28,2 %;-;33;31,4 %;-
AfD;34;33,0 %;-;35;33,3 %;-
CDU;12;11,7 %;-;10;9,5 %;-
GRÜNE/B 90;2;1,9 %;-;4;3,8 %;-
DIE LINKE;14;13,6 %;-;4;3,8 %;-
BVB / FREIE WÄHLER;0;0,0 %;-;0;0,0 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;3;2,9 %;-
Plus;1;1,0 %;-;0;0,0 %;-
BSW;-;-;-;16;15,2 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
EB Mießner;11;10,7 %;-;-;-;-
