Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;676;-;-;676;-;-
Wählende;317;46,9 %;-;317;46,9 %;-
Ungültige Stimmen;5;1,6 %;-;4;1,3 %;-
Gültige Stimmen;312;98,4 %;-;313;98,7 %;-
SPD;110;35,3 %;-;94;30,0 %;-
AfD;113;36,2 %;-;100;31,9 %;-
CDU;41;13,1 %;-;32;10,2 %;-
GRÜNE/B 90;6;1,9 %;-;14;4,5 %;-
DIE LINKE;14;4,5 %;-;9;2,9 %;-
BVB / FREIE WÄHLER;23;7,4 %;-;11;3,5 %;-
FDP;5;1,6 %;-;5;1,6 %;-
Tierschutzpartei;-;-;-;11;3,5 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;35;11,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;1;0,3 %;-
