Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;513;-;-;513;-;-
Ungültige Stimmen;9;1,8 %;-;0;0,0 %;-
Gültige Stimmen;504;98,2 %;-;513;100,0 %;-
SPD;201;39,9 %;-;172;33,5 %;-
AfD;76;15,1 %;-;57;11,1 %;-
CDU;80;15,9 %;-;61;11,9 %;-
GRÜNE/B 90;49;9,7 %;-;57;11,1 %;-
DIE LINKE;45;8,9 %;-;27;5,3 %;-
BVB / FREIE WÄHLER;17;3,4 %;-;6;1,2 %;-
FDP;13;2,6 %;-;6;1,2 %;-
Tierschutzpartei;-;-;-;14;2,7 %;-
Plus;23;4,6 %;-;11;2,1 %;-
BSW;-;-;-;95;18,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;5;1,0 %;-
WU;-;-;-;2;0,4 %;-
