Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;414;-;-;414;-;-
Wählende;220;53,1 %;-;220;53,1 %;-
Ungültige Stimmen;3;1,4 %;-;1;0,5 %;-
Gültige Stimmen;217;98,6 %;-;219;99,5 %;-
SPD;70;32,3 %;-;60;27,4 %;-
AfD;93;42,9 %;-;90;41,1 %;-
CDU;19;8,8 %;-;15;6,8 %;-
GRÜNE/B 90;3;1,4 %;-;7;3,2 %;-
DIE LINKE;14;6,5 %;-;8;3,7 %;-
BVB / FREIE WÄHLER;16;7,4 %;-;8;3,7 %;-
FDP;2;0,9 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;4;1,8 %;-
Plus;-;-;-;1;0,5 %;-
BSW;-;-;-;25;11,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,5 %;-
WU;-;-;-;0;0,0 %;-
