Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;683;-;-;683;-;-
Wählende;342;50,1 %;-;342;50,1 %;-
Ungültige Stimmen;5;1,5 %;-;4;1,2 %;-
Gültige Stimmen;337;98,5 %;-;338;98,8 %;-
SPD;120;35,6 %;-;110;32,5 %;-
AfD;135;40,1 %;-;119;35,2 %;-
CDU;38;11,3 %;-;34;10,1 %;-
GRÜNE/B 90;4;1,2 %;-;6;1,8 %;-
DIE LINKE;12;3,6 %;-;9;2,7 %;-
BVB / FREIE WÄHLER;17;5,0 %;-;6;1,8 %;-
FDP;5;1,5 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;6;1,8 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;42;12,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;6;1,8 %;-;5;1,5 %;-
WU;-;-;-;0;0,0 %;-
