Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;813;-;-;813;-;-
Wählende;425;52,3 %;-;425;52,3 %;-
Ungültige Stimmen;4;0,9 %;-;3;0,7 %;-
Gültige Stimmen;421;99,1 %;-;422;99,3 %;-
SPD;140;33,3 %;-;135;32,0 %;-
AfD;139;33,0 %;-;140;33,2 %;-
CDU;66;15,7 %;-;55;13,0 %;-
GRÜNE/B 90;6;1,4 %;-;6;1,4 %;-
DIE LINKE;18;4,3 %;-;12;2,8 %;-
BVB / FREIE WÄHLER;17;4,0 %;-;2;0,5 %;-
FDP;9;2,1 %;-;4;0,9 %;-
Tierschutzpartei;15;3,6 %;-;6;1,4 %;-
Plus;-;-;-;1;0,2 %;-
BSW;-;-;-;50;11,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;11;2,6 %;-;6;1,4 %;-
WU;-;-;-;5;1,2 %;-
