Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.020;-;-;1.020;-;-
Wählende;385;37,7 %;-;385;37,7 %;-
Ungültige Stimmen;3;0,8 %;-;1;0,3 %;-
Gültige Stimmen;382;99,2 %;-;384;99,7 %;-
SPD;93;24,3 %;-;110;28,6 %;-
AfD;137;35,9 %;-;123;32,0 %;-
CDU;28;7,3 %;-;24;6,2 %;-
GRÜNE/B 90;7;1,8 %;-;6;1,6 %;-
DIE LINKE;35;9,2 %;-;30;7,8 %;-
BVB / FREIE WÄHLER;73;19,1 %;-;20;5,2 %;-
FDP;4;1,0 %;-;2;0,5 %;-
Tierschutzpartei;-;-;-;14;3,6 %;-
Plus;-;-;-;3;0,8 %;-
BSW;-;-;-;49;12,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,5 %;-
WU;-;-;-;1;0,3 %;-
dieBasis;3;0,8 %;-;-;-;-
EB Link;2;0,5 %;-;-;-;-
