Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;103;-;-;103;-;-
Wählende;69;67,0 %;-;69;67,0 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;69;100,0 %;-;69;100,0 %;-
SPD;25;36,2 %;-;22;31,9 %;-
AfD;19;27,5 %;-;17;24,6 %;-
CDU;16;23,2 %;-;15;21,7 %;-
GRÜNE/B 90;2;2,9 %;-;4;5,8 %;-
DIE LINKE;3;4,3 %;-;1;1,4 %;-
BVB / FREIE WÄHLER;3;4,3 %;-;3;4,3 %;-
FDP;1;1,4 %;-;1;1,4 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;4;5,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;2,9 %;-
WU;-;-;-;0;0,0 %;-
