Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;929;-;-;929;-;-
Wählende;437;47,0 %;+39;437;47,0 %;+39
Ungültige Stimmen;4;0,9 %;-05;3;0,7 %;-04
Gültige Stimmen;433;99,1 %;+05;434;99,3 %;+04
SPD;175;40,4 %;+157;138;31,8 %;+74
AfD;161;37,2 %;+118;150;34,6 %;+73
CDU;52;12,0 %;-14;44;10,1 %;-29
GRÜNE/B 90;8;1,8 %;-54;32;7,4 %;-15
DIE LINKE;5;1,2 %;-90;5;1,2 %;-105
BVB / FREIE WÄHLER;26;6,0 %;-109;11;2,5 %;-50
FDP;4;0,9 %;-09;1;0,2 %;-25
Tierschutzpartei;-;-;-;8;1,8 %;-15
Plus;-;-;-;1;0,2 %;-08
BSW;-;-;-;43;9,9 %;+99
III. Weg;-;-;-;0;0,0 %;00
DKP;2;0,5 %;+01;1;0,2 %;+02
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
EB Schamberger;0;0,0 %;00;-;-;-
