Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;871;-;-;871;-;-
Ungültige Stimmen;6;0,7 %;-;4;0,5 %;-
Gültige Stimmen;865;99,3 %;-;867;99,5 %;-
SPD;295;34,1 %;-;291;33,6 %;-
AfD;83;9,6 %;-;69;8,0 %;-
CDU;110;12,7 %;-;94;10,8 %;-
GRÜNE/B 90;192;22,2 %;-;156;18,0 %;-
DIE LINKE;80;9,2 %;-;64;7,4 %;-
BVB / FREIE WÄHLER;45;5,2 %;-;18;2,1 %;-
FDP;26;3,0 %;-;18;2,1 %;-
Tierschutzpartei;34;3,9 %;-;20;2,3 %;-
Plus;-;-;-;28;3,2 %;-
BSW;-;-;-;103;11,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,1 %;-
DLW;-;-;-;1;0,1 %;-
WU;-;-;-;4;0,5 %;-
