Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;177;-;-;177;-;-
Wählende;122;68,9 %;+134;122;68,9 %;+134
Ungültige Stimmen;1;0,8 %;-13;0;0,0 %;-18
Gültige Stimmen;121;99,2 %;+13;122;100,0 %;+18
SPD;31;25,6 %;+11;23;18,9 %;-44
AfD;58;47,9 %;+206;60;49,2 %;+222
CDU;13;10,7 %;-142;9;7,4 %;-135
GRÜNE/B 90;1;0,8 %;-32;4;3,3 %;-24
DIE LINKE;8;6,6 %;-33;2;1,6 %;-87
BVB / FREIE WÄHLER;6;5,0 %;-35;2;1,6 %;-54
FDP;1;0,8 %;-01;0;0,0 %;-16
Tierschutzpartei;-;-;-;1;0,8 %;-22
Plus;-;-;-;0;0,0 %;-12
BSW;-;-;-;18;14,8 %;+148
III. Weg;3;2,5 %;+25;1;0,8 %;+08
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;2;1,6 %;+16
WU;-;-;-;0;0,0 %;00
