Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;220;-;-;220;-;-
Wählende;142;64,5 %;-;142;64,5 %;-
Ungültige Stimmen;2;1,4 %;-;0;0,0 %;-
Gültige Stimmen;140;98,6 %;-;142;100,0 %;-
SPD;41;29,3 %;-;37;26,1 %;-
AfD;64;45,7 %;-;63;44,4 %;-
CDU;11;7,9 %;-;10;7,0 %;-
GRÜNE/B 90;3;2,1 %;-;2;1,4 %;-
DIE LINKE;10;7,1 %;-;3;2,1 %;-
BVB / FREIE WÄHLER;10;7,1 %;-;4;2,8 %;-
FDP;1;0,7 %;-;2;1,4 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;20;14,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,7 %;-
