Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.253;-;-;1.253;-;-
Ungültige Stimmen;5;0,4 %;-;4.0;0,3 %;-
Gültige Stimmen;1.248;99,6 %;-;1.249;99,7 %;-
SPD;376;30,1 %;-;425.0;34,0 %;-
AfD;192;15,4 %;-;175.0;14,0 %;-
CDU;298;23,9 %;-;278.0;22,3 %;-
GRÜNE/B 90;73;5,8 %;-;75.0;6,0 %;-
DIE LINKE;48;3,8 %;-;29.0;2,3 %;-
BVB / FREIE WÄHLER;189;15,1 %;-;51.0;4,1 %;-
FDP;31;2,5 %;-;26.0;2,1 %;-
Tierschutzpartei;-;-;-;27.0;2,2 %;-
Plus;41;3,3 %;-;28.0;2,2 %;-
BSW;-;-;-;128.0;10,2 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;2.0;0,2 %;-
DLW;-;-;-;1.0;0,1 %;-
WU;-;-;-;4.0;0,3 %;-
