Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;221;-;-;221;-;-
Wählende;122;55,2 %;-;122;55,2 %;-
Ungültige Stimmen;4;3,3 %;-;3;2,5 %;-
Gültige Stimmen;118;96,7 %;-;119;97,5 %;-
SPD;53;44,9 %;-;43;36,1 %;-
AfD;37;31,4 %;-;35;29,4 %;-
CDU;18;15,3 %;-;10;8,4 %;-
GRÜNE/B 90;1;0,8 %;-;4;3,4 %;-
DIE LINKE;3;2,5 %;-;3;2,5 %;-
BVB / FREIE WÄHLER;5;4,2 %;-;3;2,5 %;-
FDP;1;0,8 %;-;2;1,7 %;-
Tierschutzpartei;-;-;-;1;0,8 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;13;10,9 %;-
III. Weg;-;-;-;1;0,8 %;-
DKP;-;-;-;1;0,8 %;-
DLW;-;-;-;3;2,5 %;-
WU;-;-;-;0;0,0 %;-
