Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.426;-;-;1.426;-;-
Wählende;660;46,3 %;-;660;46,3 %;-
Ungültige Stimmen;11;1,7 %;-;8;1,2 %;-
Gültige Stimmen;649;98,3 %;-;652;98,8 %;-
SPD;293;45,1 %;-;225;34,5 %;-
AfD;223;34,4 %;-;204;31,3 %;-
CDU;69;10,6 %;-;82;12,6 %;-
GRÜNE/B 90;1;0,2 %;-;13;2,0 %;-
DIE LINKE;18;2,8 %;-;15;2,3 %;-
BVB / FREIE WÄHLER;27;4,2 %;-;14;2,1 %;-
FDP;7;1,1 %;-;2;0,3 %;-
Tierschutzpartei;-;-;-;6;0,9 %;-
Plus;9;1,4 %;-;7;1,1 %;-
BSW;-;-;-;84;12,9 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
EB Mießner;2;0,3 %;-;-;-;-
