Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;195;-;-;195;-;-
Wählende;121;62,1 %;-;121;62,1 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;121;100,0 %;-;121;100,0 %;-
SPD;39;32,2 %;-;33;27,3 %;-
AfD;42;34,7 %;-;42;34,7 %;-
CDU;32;26,4 %;-;15;12,4 %;-
GRÜNE/B 90;0;0,0 %;-;5;4,1 %;-
DIE LINKE;-;-;-;3;2,5 %;-
BVB / FREIE WÄHLER;7;5,8 %;-;0;0,0 %;-
FDP;1;0,8 %;-;1;0,8 %;-
Tierschutzpartei;-;-;-;6;5,0 %;-
Plus;-;-;-;2;1,7 %;-
BSW;-;-;-;14;11,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
