Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;6.208;-;-;6.208;-;-
Wählende;4.851;78,1 %;+70;4.851;78,1 %;+70
Ungültige Stimmen;59;1,2 %;-04;37.0;0,8 %;-11
Gültige Stimmen;4.792;98,8 %;+04;4.814;99,2 %;+11
SPD;1.496;31,2 %;+126;1.488;30,9 %;+77
AfD;1.723;36,0 %;+125;1.587;33,0 %;+87
CDU;516;10,8 %;-05;441.0;9,2 %;-39
GRÜNE/B 90;110;2,3 %;-59;181.0;3,8 %;-63
DIE LINKE;161;3,4 %;-89;103.0;2,1 %;-101
BVB / FREIE WÄHLER;640;13,4 %;-93;227.0;4,7 %;-50
FDP;43;0,9 %;-25;36.0;0,7 %;-24
Tierschutzpartei;-;-;-;86.0;1,8 %;-12
Plus;57;1,2 %;+12;28.0;0,6 %;-05
BSW;-;-;-;587.0;12,2 %;+122
III. Weg;-;-;-;4.0;0,1 %;+01
DKP;-;-;-;10.0;0,2 %;+02
DLW;46;1,0 %;+10;21.0;0,4 %;+04
WU;-;-;-;15.0;0,3 %;+03
