Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.097;-;-;1.097;-;-
Ungültige Stimmen;23;2,1 %;-;10.0;0,9 %;-
Gültige Stimmen;1.074;97,9 %;-;1.087;99,1 %;-
SPD;434;40,4 %;-;354.0;32,6 %;-
AfD;271;25,2 %;-;206.0;19,0 %;-
CDU;215;20,0 %;-;160.0;14,7 %;-
GRÜNE/B 90;17;1,6 %;-;19.0;1,7 %;-
DIE LINKE;37;3,4 %;-;27.0;2,5 %;-
BVB / FREIE WÄHLER;86;8,0 %;-;18.0;1,7 %;-
FDP;9;0,8 %;-;11.0;1,0 %;-
Tierschutzpartei;-;-;-;16.0;1,5 %;-
Plus;-;-;-;8.0;0,7 %;-
BSW;-;-;-;257.0;23,6 %;-
III. Weg;5;0,5 %;-;3.0;0,3 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;4.0;0,4 %;-
WU;-;-;-;4.0;0,4 %;-
