Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.016;-;-;1.016;-;-
Ungültige Stimmen;3;0,3 %;-;1.0;0,1 %;-
Gültige Stimmen;1.013;99,7 %;-;1.015;99,9 %;-
SPD;374;36,9 %;-;387.0;38,1 %;-
AfD;127;12,5 %;-;95.0;9,4 %;-
CDU;248;24,5 %;-;217.0;21,4 %;-
GRÜNE/B 90;123;12,1 %;-;97.0;9,6 %;-
DIE LINKE;61;6,0 %;-;21.0;2,1 %;-
BVB / FREIE WÄHLER;30;3,0 %;-;11.0;1,1 %;-
FDP;31;3,1 %;-;27.0;2,7 %;-
Tierschutzpartei;-;-;-;16.0;1,6 %;-
Plus;19;1,9 %;-;10.0;1,0 %;-
BSW;-;-;-;130.0;12,8 %;-
III. Weg;-;-;-;1.0;0,1 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;0.0;0,0 %;-
WU;-;-;-;3.0;0,3 %;-
