Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;709;-;-;709;-;-
Ungültige Stimmen;6;0,8 %;-;2;0,3 %;-
Gültige Stimmen;703;99,2 %;-;707;99,7 %;-
SPD;186;26,5 %;-;200;28,3 %;-
AfD;180;25,6 %;-;147;20,8 %;-
CDU;129;18,3 %;-;86;12,2 %;-
GRÜNE/B 90;40;5,7 %;-;38;5,4 %;-
DIE LINKE;81;11,5 %;-;38;5,4 %;-
BVB / FREIE WÄHLER;64;9,1 %;-;30;4,2 %;-
FDP;23;3,3 %;-;12;1,7 %;-
Tierschutzpartei;-;-;-;14;2,0 %;-
Plus;-;-;-;4;0,6 %;-
BSW;-;-;-;129;18,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;7;1,0 %;-
WU;-;-;-;2;0,3 %;-
