Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;282;-;-;282;-;-
Wählende;159;56,4 %;-;159;56,4 %;-
Ungültige Stimmen;1;0,6 %;-;1;0,6 %;-
Gültige Stimmen;158;99,4 %;-;158;99,4 %;-
SPD;50;31,6 %;-;43;27,2 %;-
AfD;58;36,7 %;-;53;33,5 %;-
CDU;24;15,2 %;-;19;12,0 %;-
GRÜNE/B 90;0;0,0 %;-;0;0,0 %;-
DIE LINKE;3;1,9 %;-;0;0,0 %;-
BVB / FREIE WÄHLER;19;12,0 %;-;4;2,5 %;-
FDP;4;2,5 %;-;3;1,9 %;-
Tierschutzpartei;-;-;-;1;0,6 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;33;20,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,6 %;-
WU;-;-;-;1;0,6 %;-
