Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.234;-;-;1.234;-;-
Wählende;674;54,6 %;-;674.0;54,6 %;-
Ungültige Stimmen;10;1,5 %;-;7.0;1,0 %;-
Gültige Stimmen;664;98,5 %;-;667.0;99,0 %;-
SPD;180;27,1 %;-;227.0;34,0 %;-
AfD;168;25,3 %;-;168.0;25,2 %;-
CDU;205;30,9 %;-;110.0;16,5 %;-
GRÜNE/B 90;10;1,5 %;-;13.0;1,9 %;-
DIE LINKE;-;-;-;20.0;3,0 %;-
BVB / FREIE WÄHLER;98;14,8 %;-;38.0;5,7 %;-
FDP;3;0,5 %;-;2.0;0,3 %;-
Tierschutzpartei;-;-;-;12.0;1,8 %;-
Plus;-;-;-;2.0;0,3 %;-
BSW;-;-;-;70.0;10,5 %;-
III. Weg;-;-;-;1.0;0,1 %;-
DKP;-;-;-;2.0;0,3 %;-
DLW;-;-;-;0.0;0,0 %;-
WU;-;-;-;2.0;0,3 %;-
