Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;691;-;-;691;-;-
Ungültige Stimmen;6;0,9 %;-04;1;0,1 %;-05
Gültige Stimmen;685;99,1 %;+04;690;99,9 %;+05
SPD;166;24,2 %;+23;173;25,1 %;+10
AfD;151;22,0 %;+05;144;20,9 %;-14
CDU;128;18,7 %;-25;105;15,2 %;-57
GRÜNE/B 90;23;3,4 %;-64;19;2,8 %;-69
DIE LINKE;36;5,3 %;-52;19;2,8 %;-53
BVB / FREIE WÄHLER;75;10,9 %;+10;26;3,8 %;-27
FDP;14;2,0 %;-33;6;0,9 %;-37
Tierschutzpartei;-;-;-;13;1,9 %;-01
Plus;-;-;-;13;1,9 %;-01
BSW;-;-;-;137;19,9 %;+199
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;92;13,4 %;+134;33;4,8 %;+48
WU;-;-;-;2;0,3 %;+03
