Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.108;-;-;1.108;-;-
Wählende;570;51,4 %;-;570.0;51,4 %;-
Ungültige Stimmen;8;1,4 %;-;9.0;1,6 %;-
Gültige Stimmen;562;98,6 %;-;561.0;98,4 %;-
SPD;137;24,4 %;-;133.0;23,7 %;-
AfD;242;43,1 %;-;221.0;39,4 %;-
CDU;101;18,0 %;-;76.0;13,5 %;-
GRÜNE/B 90;8;1,4 %;-;5.0;0,9 %;-
DIE LINKE;27;4,8 %;-;15.0;2,7 %;-
BVB / FREIE WÄHLER;38;6,8 %;-;18.0;3,2 %;-
FDP;9;1,6 %;-;4.0;0,7 %;-
Tierschutzpartei;-;-;-;8.0;1,4 %;-
Plus;-;-;-;2.0;0,4 %;-
BSW;-;-;-;75.0;13,4 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;3.0;0,5 %;-
WU;-;-;-;0.0;0,0 %;-
