Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;279;-;-;279;-;-
Wählende;160;57,3 %;-;160;57,3 %;-
Ungültige Stimmen;5;3,1 %;-;3;1,9 %;-
Gültige Stimmen;155;96,9 %;-;157;98,1 %;-
SPD;58;37,4 %;-;51;32,5 %;-
AfD;55;35,5 %;-;51;32,5 %;-
CDU;25;16,1 %;-;24;15,3 %;-
GRÜNE/B 90;3;1,9 %;-;3;1,9 %;-
DIE LINKE;0;0,0 %;-;0;0,0 %;-
BVB / FREIE WÄHLER;6;3,9 %;-;7;4,5 %;-
FDP;1;0,6 %;-;3;1,9 %;-
Tierschutzpartei;-;-;-;5;3,2 %;-
Plus;2;1,3 %;-;3;1,9 %;-
BSW;-;-;-;9;5,7 %;-
III. Weg;-;-;-;1;0,6 %;-
DKP;-;-;-;0;0,0 %;-
DLW;5;3,2 %;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
