Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;128;-;-;128;-;-
Wählende;73;57,0 %;-;73;57,0 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;73;100,0 %;-;73;100,0 %;-
SPD;23;31,5 %;-;23;31,5 %;-
AfD;26;35,6 %;-;27;37,0 %;-
CDU;8;11,0 %;-;8;11,0 %;-
GRÜNE/B 90;0;0,0 %;-;1;1,4 %;-
DIE LINKE;4;5,5 %;-;1;1,4 %;-
BVB / FREIE WÄHLER;9;12,3 %;-;2;2,7 %;-
FDP;3;4,1 %;-;1;1,4 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;9;12,3 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;1,4 %;-
WU;-;-;-;0;0,0 %;-
