Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;826;-;-;826;-;-
Wählende;313;37,9 %;-;313;37,9 %;-
Ungültige Stimmen;37;11,8 %;-;13;4,2 %;-
Gültige Stimmen;276;88,2 %;-;300;95,8 %;-
SPD;99;35,9 %;-;76;25,3 %;-
AfD;-;-;-;131;43,7 %;-
CDU;28;10,1 %;-;14;4,7 %;-
GRÜNE/B 90;8;2,9 %;-;7;2,3 %;-
DIE LINKE;18;6,5 %;-;11;3,7 %;-
BVB / FREIE WÄHLER;40;14,5 %;-;7;2,3 %;-
FDP;3;1,1 %;-;2;0,7 %;-
Tierschutzpartei;-;-;-;8;2,7 %;-
Plus;-;-;-;4;1,3 %;-
BSW;-;-;-;36;12,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;3;1,0 %;-
EB Raue;80;29,0 %;-;-;-;-
