Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;437;-;-;437;-;-
Ungültige Stimmen;4;0,9 %;-;1;0,2 %;-
Gültige Stimmen;433;99,1 %;-;436;99,8 %;-
SPD;128;29,6 %;-;137;31,4 %;-
AfD;135;31,2 %;-;90;20,6 %;-
CDU;99;22,9 %;-;55;12,6 %;-
GRÜNE/B 90;8;1,8 %;-;6;1,4 %;-
DIE LINKE;-;-;-;10;2,3 %;-
BVB / FREIE WÄHLER;60;13,9 %;-;16;3,7 %;-
FDP;3;0,7 %;-;1;0,2 %;-
Tierschutzpartei;-;-;-;6;1,4 %;-
Plus;-;-;-;2;0,5 %;-
BSW;-;-;-;107;24,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;5;1,1 %;-
WU;-;-;-;1;0,2 %;-
