Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;184;-;-;184;-;-
Wählende;112;60,9 %;+43;112;60,9 %;+43
Ungültige Stimmen;2;1,8 %;+01;3;2,7 %;+16
Gültige Stimmen;110;98,2 %;-01;109;97,3 %;-16
SPD;50;45,5 %;+154;41;37,6 %;+60
AfD;42;38,2 %;+134;36;33,0 %;+84
CDU;9;8,2 %;-124;9;8,3 %;-101
GRÜNE/B 90;0;0,0 %;-56;4;3,7 %;-40
DIE LINKE;2;1,8 %;-87;1;0,9 %;-46
BVB / FREIE WÄHLER;6;5,5 %;+20;0;0,0 %;-31
FDP;0;0,0 %;-49;0;0,0 %;-69
Tierschutzpartei;-;-;-;3;2,8 %;+07
Plus;-;-;-;0;0,0 %;00
BSW;-;-;-;15;13,8 %;+138
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;1;0,9 %;+09;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
