Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.239;-;-;1.239;-;-
Wählende;658;53,1 %;-;658.0;53,1 %;-
Ungültige Stimmen;6;0,9 %;-;6.0;0,9 %;-
Gültige Stimmen;652;99,1 %;-;652.0;99,1 %;-
SPD;346;53,1 %;-;242.0;37,1 %;-
AfD;115;17,6 %;-;107.0;16,4 %;-
CDU;45;6,9 %;-;45.0;6,9 %;-
GRÜNE/B 90;51;7,8 %;-;110.0;16,9 %;-
DIE LINKE;35;5,4 %;-;42.0;6,4 %;-
BVB / FREIE WÄHLER;23;3,5 %;-;11.0;1,7 %;-
FDP;15;2,3 %;-;9.0;1,4 %;-
Tierschutzpartei;-;-;-;14.0;2,1 %;-
Plus;22;3,4 %;-;15.0;2,3 %;-
BSW;-;-;-;55.0;8,4 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;1.0;0,2 %;-
DLW;-;-;-;0.0;0,0 %;-
WU;-;-;-;1.0;0,2 %;-
