Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;478;-;-;478;-;-
Ungültige Stimmen;1;0,2 %;-;0;0,0 %;-
Gültige Stimmen;477;99,8 %;-;478;100,0 %;-
SPD;154;32,3 %;-;159;33,3 %;-
AfD;25;5,2 %;-;22;4,6 %;-
CDU;112;23,5 %;-;110;23,0 %;-
GRÜNE/B 90;120;25,2 %;-;103;21,5 %;-
DIE LINKE;34;7,1 %;-;26;5,4 %;-
BVB / FREIE WÄHLER;13;2,7 %;-;5;1,0 %;-
FDP;13;2,7 %;-;9;1,9 %;-
Tierschutzpartei;6;1,3 %;-;5;1,0 %;-
Plus;-;-;-;4;0,8 %;-
BSW;-;-;-;35;7,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
