Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;232;-;-;232;-;-
Wählende;129;55,6 %;+65;129;55,6 %;+65
Ungültige Stimmen;3;2,3 %;+01;2;1,6 %;-07
Gültige Stimmen;126;97,7 %;-01;127;98,4 %;+07
SPD;56;44,4 %;+190;41;32,3 %;+64
AfD;44;34,9 %;+117;41;32,3 %;+91
CDU;7;5,6 %;-122;4;3,1 %;-132
GRÜNE/B 90;1;0,8 %;-138;7;5,5 %;-68
DIE LINKE;9;7,1 %;-60;8;6,3 %;-51
BVB / FREIE WÄHLER;8;6,3 %;+18;5;3,9 %;+03
FDP;1;0,8 %;-06;2;1,6 %;-07
Tierschutzpartei;-;-;-;2;1,6 %;-21
Plus;-;-;-;0;0,0 %;-14
BSW;-;-;-;16;12,6 %;+126
III. Weg;0;0,0 %;00;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;1;0,8 %;+08
