Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.067;-;-;1.067;-;-
Wählende;540;50,6 %;-;540.0;50,6 %;-
Ungültige Stimmen;4;0,7 %;-;3.0;0,6 %;-
Gültige Stimmen;536;99,3 %;-;537.0;99,4 %;-
SPD;236;44,0 %;-;225.0;41,9 %;-
AfD;95;17,7 %;-;91.0;16,9 %;-
CDU;133;24,8 %;-;107.0;19,9 %;-
GRÜNE/B 90;21;3,9 %;-;41.0;7,6 %;-
DIE LINKE;20;3,7 %;-;12.0;2,2 %;-
BVB / FREIE WÄHLER;4;0,7 %;-;2.0;0,4 %;-
FDP;14;2,6 %;-;10.0;1,9 %;-
Tierschutzpartei;-;-;-;4.0;0,7 %;-
Plus;13;2,4 %;-;9.0;1,7 %;-
BSW;-;-;-;29.0;5,4 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;2.0;0,4 %;-
WU;-;-;-;5.0;0,9 %;-
