Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.164;-;-;1.164;-;-
Wählende;589;50,6 %;-;589.0;50,6 %;-
Ungültige Stimmen;7;1,2 %;-;1.0;0,2 %;-
Gültige Stimmen;582;98,8 %;-;588.0;99,8 %;-
SPD;214;36,8 %;-;255.0;43,4 %;-
AfD;61;10,5 %;-;55.0;9,4 %;-
CDU;58;10,0 %;-;60.0;10,2 %;-
GRÜNE/B 90;171;29,4 %;-;86.0;14,6 %;-
DIE LINKE;43;7,4 %;-;42.0;7,1 %;-
BVB / FREIE WÄHLER;12;2,1 %;-;9.0;1,5 %;-
FDP;12;2,1 %;-;7.0;1,2 %;-
Tierschutzpartei;11;1,9 %;-;5.0;0,9 %;-
Plus;-;-;-;14.0;2,4 %;-
BSW;-;-;-;54.0;9,2 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;1.0;0,2 %;-
WU;-;-;-;0.0;0,0 %;-
