Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;244;-;-;244;-;-
Wählende;138;56,6 %;-;138;56,6 %;-
Ungültige Stimmen;2;1,4 %;-;2;1,4 %;-
Gültige Stimmen;136;98,6 %;-;136;98,6 %;-
SPD;47;34,6 %;-;28;20,6 %;-
AfD;59;43,4 %;-;60;44,1 %;-
CDU;18;13,2 %;-;18;13,2 %;-
GRÜNE/B 90;0;0,0 %;-;1;0,7 %;-
DIE LINKE;3;2,2 %;-;5;3,7 %;-
BVB / FREIE WÄHLER;5;3,7 %;-;4;2,9 %;-
FDP;4;2,9 %;-;2;1,5 %;-
Tierschutzpartei;-;-;-;3;2,2 %;-
Plus;0;0,0 %;-;2;1,5 %;-
BSW;-;-;-;13;9,6 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
EB Mießner;0;0,0 %;-;-;-;-
