Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;857;-;-;857;-;-
Ungültige Stimmen;27;3,2 %;-;4;0,5 %;-
Gültige Stimmen;830;96,8 %;-;853;99,5 %;-
SPD;319;38,4 %;-;291;34,1 %;-
AfD;-;-;-;162;19,0 %;-
CDU;163;19,6 %;-;107;12,5 %;-
GRÜNE/B 90;24;2,9 %;-;30;3,5 %;-
DIE LINKE;95;11,4 %;-;43;5,0 %;-
BVB / FREIE WÄHLER;70;8,4 %;-;27;3,2 %;-
FDP;7;0,8 %;-;3;0,4 %;-
Tierschutzpartei;-;-;-;34;4,0 %;-
Plus;-;-;-;9;1,1 %;-
BSW;-;-;-;141;16,5 %;-
III. Weg;-;-;-;1;0,1 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,1 %;-
WU;-;-;-;4;0,5 %;-
EB Raue;152;18,3 %;-;-;-;-
