Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;429;-;-;429;-;-
Wählende;273;63,6 %;-;273;63,6 %;-
Ungültige Stimmen;1;0,4 %;-;1;0,4 %;-
Gültige Stimmen;272;99,6 %;-;272;99,6 %;-
SPD;53;19,5 %;-;52;19,1 %;-
AfD;137;50,4 %;-;131;48,2 %;-
CDU;38;14,0 %;-;28;10,3 %;-
GRÜNE/B 90;4;1,5 %;-;4;1,5 %;-
DIE LINKE;7;2,6 %;-;5;1,8 %;-
BVB / FREIE WÄHLER;30;11,0 %;-;11;4,0 %;-
FDP;3;1,1 %;-;3;1,1 %;-
Tierschutzpartei;-;-;-;5;1,8 %;-
Plus;-;-;-;3;1,1 %;-
BSW;-;-;-;28;10,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,7 %;-
WU;-;-;-;0;0,0 %;-
