Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;800;-;-;800;-;-
Ungültige Stimmen;13;1,6 %;-;10;1,2 %;-
Gültige Stimmen;787;98,4 %;-;790;98,8 %;-
SPD;254;32,3 %;-;267;33,8 %;-
AfD;177;22,5 %;-;142;18,0 %;-
CDU;182;23,1 %;-;116;14,7 %;-
GRÜNE/B 90;24;3,0 %;-;21;2,7 %;-
DIE LINKE;43;5,5 %;-;23;2,9 %;-
BVB / FREIE WÄHLER;89;11,3 %;-;36;4,6 %;-
FDP;2;0,3 %;-;4;0,5 %;-
Tierschutzpartei;-;-;-;9;1,1 %;-
Plus;16;2,0 %;-;9;1,1 %;-
BSW;-;-;-;160;20,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,1 %;-
DLW;-;-;-;2;0,3 %;-
WU;-;-;-;0;0,0 %;-
