Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;183;-;-;183;-;-
Wählende;119;65,0 %;-;119;65,0 %;-
Ungültige Stimmen;1;0,8 %;-;1;0,8 %;-
Gültige Stimmen;118;99,2 %;-;118;99,2 %;-
SPD;23;19,5 %;-;22;18,6 %;-
AfD;79;66,9 %;-;75;63,6 %;-
CDU;7;5,9 %;-;4;3,4 %;-
GRÜNE/B 90;1;0,8 %;-;1;0,8 %;-
DIE LINKE;1;0,8 %;-;2;1,7 %;-
BVB / FREIE WÄHLER;2;1,7 %;-;3;2,5 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;1;0,8 %;-;0;0,0 %;-
BSW;-;-;-;9;7,6 %;-
III. Weg;-;-;-;1;0,8 %;-
DKP;-;-;-;0;0,0 %;-
DLW;4;3,4 %;-;1;0,8 %;-
WU;-;-;-;0;0,0 %;-
