Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;849;-;-;849;-;-
Wählende;384;45,2 %;-;384;45,2 %;-
Ungültige Stimmen;8;2,1 %;-;4;1,0 %;-
Gültige Stimmen;376;97,9 %;-;380;99,0 %;-
SPD;181;48,1 %;-;111;29,2 %;-
AfD;78;20,7 %;-;71;18,7 %;-
CDU;19;5,1 %;-;20;5,3 %;-
GRÜNE/B 90;27;7,2 %;-;56;14,7 %;-
DIE LINKE;39;10,4 %;-;36;9,5 %;-
BVB / FREIE WÄHLER;19;5,1 %;-;5;1,3 %;-
FDP;4;1,1 %;-;3;0,8 %;-
Tierschutzpartei;-;-;-;16;4,2 %;-
Plus;9;2,4 %;-;9;2,4 %;-
BSW;-;-;-;49;12,9 %;-
III. Weg;-;-;-;1;0,3 %;-
DKP;-;-;-;1;0,3 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;2;0,5 %;-
