Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.046;-;-;1.046;-;-
Wählende;513;49,0 %;-;513;49,0 %;-
Ungültige Stimmen;6;1,2 %;-;5;1,0 %;-
Gültige Stimmen;507;98,8 %;-;508;99,0 %;-
SPD;134;26,4 %;-;137;27,0 %;-
AfD;286;56,4 %;-;255;50,2 %;-
CDU;43;8,5 %;-;37;7,3 %;-
GRÜNE/B 90;0;0,0 %;-;0;0,0 %;-
DIE LINKE;24;4,7 %;-;13;2,6 %;-
BVB / FREIE WÄHLER;12;2,4 %;-;3;0,6 %;-
FDP;5;1,0 %;-;5;1,0 %;-
Tierschutzpartei;-;-;-;5;1,0 %;-
Plus;-;-;-;1;0,2 %;-
BSW;-;-;-;51;10,0 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
EB Hoffmann;3;0,6 %;-;-;-;-
