Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;489;-;-;489;-;-
Wählende;238;48,7 %;-;238;48,7 %;-
Ungültige Stimmen;5;2,1 %;-;2;0,8 %;-
Gültige Stimmen;233;97,9 %;-;236;99,2 %;-
SPD;46;19,7 %;-;42;17,8 %;-
AfD;144;61,8 %;-;131;55,5 %;-
CDU;27;11,6 %;-;30;12,7 %;-
GRÜNE/B 90;1;0,4 %;-;1;0,4 %;-
DIE LINKE;2;0,9 %;-;0;0,0 %;-
BVB / FREIE WÄHLER;12;5,2 %;-;7;3,0 %;-
FDP;1;0,4 %;-;1;0,4 %;-
Tierschutzpartei;-;-;-;3;1,3 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;19;8,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,4 %;-
WU;-;-;-;1;0,4 %;-
