Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;3.493;-;-;3.493;-;-
Wählende;2.631;75,3 %;+128;2.631;75,3 %;+128
Ungültige Stimmen;53;2,0 %;+04;31.0;1,2 %;-05
Gültige Stimmen;2.578;98,0 %;-04;2.6;98,8 %;+05
SPD;1.037;40,2 %;+14;858.0;33,0 %;+04
AfD;810;31,4 %;+110;707.0;27,2 %;+58
CDU;347;13,5 %;+20;276.0;10,6 %;-18
GRÜNE/B 90;53;2,1 %;-54;95.0;3,7 %;-48
DIE LINKE;161;6,2 %;-51;99.0;3,8 %;-93
BVB / FREIE WÄHLER;151;5,9 %;+17;53.0;2,0 %;-14
FDP;19;0,7 %;-56;14.0;0,5 %;-46
Tierschutzpartei;-;-;-;47.0;1,8 %;-00
Plus;-;-;-;15.0;0,6 %;-07
BSW;-;-;-;419.0;16,1 %;+161
III. Weg;-;-;-;4.0;0,2 %;+02
DKP;-;-;-;1.0;0,0 %;+00
DLW;-;-;-;10.0;0,4 %;+04
WU;-;-;-;2.0;0,1 %;+01
