Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.458;-;-;1.458;-;-
Wählende;612;42,0 %;-;612.0;42,0 %;-
Ungültige Stimmen;10;1,6 %;-;3.0;0,5 %;-
Gültige Stimmen;602;98,4 %;-;609.0;99,5 %;-
SPD;246;40,9 %;-;190.0;31,2 %;-
AfD;207;34,4 %;-;187.0;30,7 %;-
CDU;45;7,5 %;-;36.0;5,9 %;-
GRÜNE/B 90;10;1,7 %;-;40.0;6,6 %;-
DIE LINKE;30;5,0 %;-;17.0;2,8 %;-
BVB / FREIE WÄHLER;39;6,5 %;-;27.0;4,4 %;-
FDP;10;1,7 %;-;5.0;0,8 %;-
Tierschutzpartei;-;-;-;18.0;3,0 %;-
Plus;15;2,5 %;-;16.0;2,6 %;-
BSW;-;-;-;71.0;11,7 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;1.0;0,2 %;-
DLW;-;-;-;1.0;0,2 %;-
WU;-;-;-;0.0;0,0 %;-
